commontreeid,ownership,height,age,dbh,botanical_names,common_names,origin,region
ID_4474,State,18.9,77,78.3,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4475,State,21,88,65.3,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4476,State,26,88,117.1,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4477,State,19,37,75.8,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4478,State,18,23,42.7,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4479,State,18,87,103.3,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4480,State,8.5,16,12.6,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4481,State,14,27,31.4,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4482,State,20.5,92,117.9,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4483,State,19.5,80,93.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4484,State,24.5,92,98.6,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4485,State,27.5,43,109.1,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4486,State,15,59,48,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4487,State,23.5,27,115.9,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4488,State,17,59,64.5,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4489,State,10,15,21.8,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4490,State,19,47,54.8,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4491,State,13.5,39,34.3,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4492,State,22.5,77,103.1,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4493,State,23,50,106.8,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4494,State,23,62,75,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4495,State,7,12,11.9,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4496,State,26,77,134.5,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4497,State,10.5,35,45.5,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4498,State,23,39,56.5,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4499,State,26,46,58.5,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4500,State,15,36,54,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4501,State,6,5,9.6,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4502,State,4.5,5,8,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4503,State,15,22,32.8,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4504,State,23.5,71,96.1,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4505,State,14,25,39.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4506,State,23.5,71,88.1,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4507,State,14.5,25,42.8,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4508,State,12,11,25.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4509,State,21.5,71,64.6,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4510,State,17,41,49.8,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4511,State,17.1,73,58.6,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4512,State,19,30,49.7,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4513,State,22,62,58,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4514,State,20,62,63.3,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4515,State,20.7,70,85.6,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4516,State,9,24,36.6,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4517,State,20.1,80,81.2,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4518,State,24.5,61,107,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4519,State,15,19,32.2,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4520,State,13,37,39.4,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4521,State,18,78,62.9,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4522,State,24,61,120.8,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4523,State,22,65,52.2,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4524,State,3,4,5.2,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4525,State,19,57,56.2,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4526,State,12.5,57,59.7,Malus sp.,Crabapple,"Modesto, CA",NMtnPr
ID_4527,State,25,67,72.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4528,State,12.5,20,35.9,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4529,State,12.5,20,36,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4530,State,15.5,24,34.8,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4531,State,20,66,74.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4532,State,22,68,91.2,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4533,State,26,83,115.8,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4534,State,23,68,93.5,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4535,State,22,22,61.7,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4536,State,12,28,31.6,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4537,State,19,21,42.9,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4538,State,14.5,16,34.2,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4539,State,16,57,58.5,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4540,State,16,44,46.7,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4541,State,11,22,27.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4542,State,5,4,5.8,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4543,State,5.5,4,6.3,Acer saccharum,Sugar maple,"Modesto, CA",NMtnPr
ID_4544,State,7,30,31,Prunus sp.,Plum,"Modesto, CA",NMtnPr
ID_4545,State,26,87,144.8,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4546,State,16,68,63.5,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4547,State,6,5,10,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4548,State,16,33,37.3,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4549,State,22.5,81,115.6,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4550,State,6.5,13,18.5,Prunus sp.,Plum,"Modesto, CA",NMtnPr
ID_4551,State,18,48,80.6,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4552,State,4.5,5,11.2,Pinus ponderosa,Ponderosa pine,"Modesto, CA",NMtnPr
ID_4553,State,4.5,5,11.9,Pinus ponderosa,Ponderosa pine,"Modesto, CA",NMtnPr
ID_4554,State,11,26,25,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4555,State,5.5,3,6.4,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4556,State,6,4,9.4,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4557,State,21,80,95.1,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4558,State,5.5,5,9.7,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4559,State,20.5,73,59.5,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4560,State,22,38,66.7,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4561,State,18,51,67.3,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4562,State,20,82,95.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4563,State,16,51,52.7,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4564,State,13,25,49.6,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4565,State,25,78,88.9,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4566,State,15,56,70.7,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4567,State,20.5,75,116.8,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4568,State,23.5,78,97.5,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4569,State,20,65,73.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4570,State,18,31,52.8,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4571,State,18,66,64.6,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4572,State,8.5,13,16.7,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4573,State,18,66,64.3,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4574,State,3,2,3.8,Acer saccharum,Sugar maple,"Modesto, CA",NMtnPr
ID_4575,State,15,32,42.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4576,State,21,83,72.9,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4577,State,6.5,26,25.7,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4578,State,6.5,4,6.6,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4579,State,5,5,6.5,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4580,State,23,56,72,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4581,State,21,48,47.9,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4582,State,26.5,82,149.5,Populus sargentii,Plains cottonwood,"Modesto, CA",NMtnPr
ID_4583,State,3.5,2,4.5,Acer saccharum,Sugar maple,"Modesto, CA",NMtnPr
ID_4584,State,9,15,23,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4585,State,17,40,54.5,Tilia americana,American basswood,"Modesto, CA",NMtnPr
ID_4586,State,10,33,33.2,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4587,State,19,68,75.5,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4588,State,21,41,52.3,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4589,State,23.5,68,91.9,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4590,State,7.5,19,23.2,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4591,State,22,87,103.1,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4592,State,16,71,64.9,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4593,State,15.5,71,75.4,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4594,State,11,19,21.4,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4595,State,25,84,91.1,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4596,State,23,23,43.2,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4597,State,24,55,90.9,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4598,State,20,46,66.5,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4599,State,18.9,90,98.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4600,State,24,65,76.4,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4601,State,29.5,65,96.2,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4602,State,14.5,56,67.8,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4603,State,20.1,77,84.3,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4604,State,19.5,77,94.7,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4605,State,22,39,69.1,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4606,State,14.5,17,28.1,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4607,State,17.5,63,58,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4608,State,17.5,63,66.2,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4609,State,20,47,56.8,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4610,State,13,18,28,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4611,State,16.5,76,67.1,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4612,State,21.5,65,97,Populus sargentii,Plains cottonwood,"Modesto, CA",NMtnPr
ID_4613,State,7.5,9,10.1,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4614,State,5,7,5.4,Tilia americana,American basswood,"Modesto, CA",NMtnPr
ID_4615,State,15.5,27,41.3,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4616,State,14.5,27,53,Pinus nigra,Austrian pine,"Modesto, CA",NMtnPr
ID_4617,State,5,5,5.9,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4618,State,18,27,37.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4619,State,4.5,9,9.6,Prunus sp.,Plum,"Modesto, CA",NMtnPr
ID_4620,State,19,22,45.4,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4621,State,18,28,56.1,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4622,State,21,28,49.1,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4623,State,19.5,27,49,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4624,State,26,58,75.6,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4625,State,19,68,89.7,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4626,State,13,27,40.1,Pinus nigra,Austrian pine,"Modesto, CA",NMtnPr
ID_4627,State,17,40,53.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4628,State,18.5,28,65.4,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4629,State,16.5,20,47.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4630,State,14.5,68,50.2,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4631,State,15,23,34.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4632,State,12,19,32.4,Tilia americana,American basswood,"Modesto, CA",NMtnPr
ID_4633,State,21,66,78.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4634,State,22,66,91,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4635,State,20.5,66,75.5,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4636,State,18,25,40.7,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4637,State,16,66,68.5,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4638,State,12,22,23.9,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4639,State,27.5,87,162.6,Populus sargentii,Plains cottonwood,"Modesto, CA",NMtnPr
ID_4640,State,14.5,26,32.9,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4641,State,4,11,14.8,Prunus sp.,Plum,"Modesto, CA",NMtnPr
ID_4642,State,17,40,42.9,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4643,State,14,23,40,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4644,State,18,90,106.9,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4645,State,9.5,18,22.9,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4646,State,6.5,10,13.2,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4647,State,14,28,42.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4648,State,5.5,16,26.9,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4649,State,6,16,16,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4650,State,10.5,18,16.4,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4651,State,12,20,26.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4652,State,6,6,8.6,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4653,State,12,17,22.5,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4654,State,23,67,105.1,Populus sargentii,Plains cottonwood,"Modesto, CA",NMtnPr
ID_4655,State,22.5,70,99.8,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4656,State,18,60,72.9,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4657,State,13.5,18,34.2,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4658,State,16,75,82.9,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4659,State,13,19,27,Tilia americana,American basswood,"Modesto, CA",NMtnPr
ID_4660,State,8.5,13,15.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4661,State,22,72,76.6,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4662,State,20,55,59,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4663,State,15,39,49.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4664,State,4.5,3,5.1,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4665,State,14,25,30.7,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4666,State,19,40,54.6,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4667,State,25,63,143.3,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4668,State,6.5,27,28,Malus sp.,Crabapple,"Modesto, CA",NMtnPr
ID_4669,State,21,40,57.2,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4670,State,20,40,56.8,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4671,State,13.5,35,40.6,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4672,State,12,19,35.5,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4673,State,20,73,70.1,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4674,State,10,12,19.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4675,State,21.5,73,59.5,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4676,State,15,61,56.7,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4677,State,20,70,96.2,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4678,State,21,73,61.2,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4679,State,16,73,55.5,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4680,State,20,57,84.3,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4681,State,4,8,4.9,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4682,State,22,85,97.4,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4683,State,4.5,6,7.1,Prunus sp.,Plum,"Modesto, CA",NMtnPr
ID_4684,State,22.5,68,44.8,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4685,State,18,68,83.4,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4686,State,8.5,13,17.9,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4687,State,4.5,6,3.6,Prunus sp.,Plum,"Modesto, CA",NMtnPr
ID_4688,State,3,2,3.9,Acer saccharum,Sugar maple,"Modesto, CA",NMtnPr
ID_4689,State,2.5,1,2.3,Acer saccharum,Sugar maple,"Modesto, CA",NMtnPr
ID_4690,State,20,76,89.2,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4691,State,16,82,85.7,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4692,State,5.5,7,11.4,Pyrus sp.,Pear,"Modesto, CA",NMtnPr
ID_4693,State,23,39,54.5,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4694,State,10,19,33.5,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4695,State,17,24,41.4,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4696,State,20.5,64,58.4,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4697,State,9.5,13,15.8,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4698,State,19,67,69.8,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4699,State,19,78,71.3,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4700,State,8,33,23,Malus sp.,Crabapple,"Modesto, CA",NMtnPr
ID_4701,State,27,84,120.4,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4702,State,15,39,49.7,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4703,State,21,52,72.4,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4704,State,12,15,20.5,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4705,State,8.5,18,19.7,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4706,State,7.5,18,18.6,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4707,State,20.5,66,78.9,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4708,State,18.5,66,59.6,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4709,State,22,87,105.7,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4710,State,14,18,32.9,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4711,State,7.5,10,12.6,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4712,State,8.5,10,15.7,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4713,State,12,18,25.4,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4714,State,12,20,32,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4715,State,12.5,18,32.3,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4716,State,8,7,13.3,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4717,State,15,49,77.6,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4718,State,9.5,41,35.5,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4719,State,7.5,16,30,Malus sp.,Crabapple,"Modesto, CA",NMtnPr
ID_4720,State,7.5,16,32.3,Malus sp.,Crabapple,"Modesto, CA",NMtnPr
ID_4721,State,7.5,16,34.2,Malus sp.,Crabapple,"Modesto, CA",NMtnPr
ID_4722,State,2,4,7,Pinus nigra,Austrian pine,"Modesto, CA",NMtnPr
ID_4723,State,2.5,4,5.4,Pinus nigra,Austrian pine,"Modesto, CA",NMtnPr
ID_4724,State,2.5,4,5.2,Pinus nigra,Austrian pine,"Modesto, CA",NMtnPr
ID_4725,State,23.5,42,61.3,Pinus ponderosa,Ponderosa pine,"Modesto, CA",NMtnPr
ID_4726,State,16,34,52.4,Pinus ponderosa,Ponderosa pine,"Modesto, CA",NMtnPr
ID_4727,State,20,32,46.9,Pinus ponderosa,Ponderosa pine,"Modesto, CA",NMtnPr
ID_4728,State,25,62,70.3,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4729,State,22.5,62,79.8,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4730,State,23,62,82.6,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4731,State,18,62,81.6,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4732,State,21,62,82.4,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4733,State,16,62,76.8,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4734,State,17,52,56.5,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4735,State,14,24,29.4,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4736,State,4.1,0,3,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4737,State,3.6,1,3.9,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4738,State,-1,0,2.9,Acer platanoides,Norway maple,"Modesto, CA",NMtnPr
ID_4739,State,-1,0,2.3,Acer saccharum,Sugar maple,"Modesto, CA",NMtnPr
ID_4740,State,-1,0,2.9,Acer saccharinum,Silver maple,"Modesto, CA",NMtnPr
ID_4741,State,-1,0,2.9,Celtis occidentalis,Northern hackberry,"Modesto, CA",NMtnPr
ID_4742,State,-1,0,2.9,Fraxinus americana,White ash,"Modesto, CA",NMtnPr
ID_4743,State,-1,0,2.9,Fraxinus pennsylvanica,Green ash,"Modesto, CA",NMtnPr
ID_4744,State,-1,0,2.9,Gleditsia triacanthos,Honeylocust,"Modesto, CA",NMtnPr
ID_4745,State,-1,0,2.9,Gymnocladus dioicus,Kentucky coffeetree,"Modesto, CA",NMtnPr
ID_4746,State,-1,0,2.5,Malus sp.,Crabapple,"Modesto, CA",NMtnPr
ID_4747,State,-1,0,2.9,Pinus ponderosa,Ponderosa pine,"Modesto, CA",NMtnPr
ID_4748,State,-1,0,2.9,Picea pungens,Blue spruce,"Modesto, CA",NMtnPr
ID_4749,State,-1,0,2.9,Populus sargentii,Plains cottonwood,"Modesto, CA",NMtnPr
ID_4750,State,-1,0,2.9,Pyrus sp.,Pear,"Modesto, CA",NMtnPr
ID_4751,State,-1,0,2.9,Quercus macrocarpa,Bur oak,"Modesto, CA",NMtnPr
ID_4752,State,-1,0,2.9,Tilia americana,American basswood,"Modesto, CA",NMtnPr
ID_4753,State,-1,0,2.9,Tilia cordata,Littleleaf linden,"Modesto, CA",NMtnPr
ID_4754,State,2.6,0,2.9,Ulmus americana,American elm,"Modesto, CA",NMtnPr
ID_4755,State,2.3,0,3.8,Ulmus pumila,Siberian elm,"Modesto, CA",NMtnPr
ID_4756,State,3.5,0,3.3,Fraxinus americana,White ash,"Modesto, CA",MidWst
ID_4757,State,16.5,23,45.5,Ulmus pumila,Siberian elm,"Modesto, CA",MidWst
ID_4758,State,5.5,4,6.4,Acer saccharinum,Silver maple,"Modesto, CA",MidWst
ID_4759,State,4,0,4.6,Celtis occidentalis,Northern hackberry,"Modesto, CA",MidWst
ID_4760,State,4,0,3,Celtis occidentalis,Northern hackberry,"Modesto, CA",MidWst
